# FELIX	FELIX_CH	CHIP	CHANNEL
0	1	0	124
0	1	0	126
0	1	1	122
0	1	1	126
0	1	1	127
0	1	2	124
0	1	2	126
0	1	3	126
0	1	4	126
0	1	4	127
0	1	5	126
0	1	5	127
0	1	6	126
0	1	7	126
0	1	8	126
0	1	9	126
0	1	9	127
0	1	10	120
0	1	10	126
0	1	11	126
0	1	12	124
0	1	12	126
0	1	12	127
0	1	13	126
0	1	14	126
0	1	15	126
0	1	16	126
0	1	18	126
0	1	18	127
0	1	19	126
0	1	19	127
0	1	20	126
0	1	21	126
0	1	22	126
0	1	22	127
0	1	24	126
0	1	25	126
0	1	25	127
0	6	6	127
1	1	8	126
1	1	10	126
1	1	11	126
1	1	23	126
1	2	14	0
1	2	16	0
1	4	0	0
1	4	0	1
1	4	0	2
1	4	0	3
1	4	0	4
1	4	0	5
1	4	0	6
1	4	0	7
1	4	0	8
1	4	0	9
1	4	0	10
1	4	0	11
1	4	0	12
1	4	0	13
1	4	0	14
1	4	0	15
1	4	0	16
1	4	0	17
1	4	0	18
1	4	0	19
1	4	0	20
1	4	0	21
1	4	0	22
1	4	0	23
1	4	0	24
1	4	0	25
1	4	0	26
1	4	0	27
1	4	0	28
1	4	0	29
1	4	0	30
1	4	0	31
1	4	0	32
1	4	0	33
1	4	0	34
1	4	0	35
1	4	0	36
1	4	0	37
1	4	0	38
1	4	0	39
1	4	0	40
1	4	0	41
1	4	0	42
1	4	0	43
1	4	0	44
1	4	0	45
1	4	0	46
1	4	0	47
1	4	0	48
1	4	0	49
1	4	0	50
1	4	0	51
1	4	0	52
1	4	0	53
1	4	0	54
1	4	0	55
1	4	0	56
1	4	0	57
1	4	0	58
1	4	0	59
1	4	0	60
1	4	0	61
1	4	0	62
1	4	0	63
1	4	0	64
1	4	0	65
1	4	0	66
1	4	0	67
1	4	0	68
1	4	0	69
1	4	0	70
1	4	0	71
1	4	0	72
1	4	0	73
1	4	0	74
1	4	0	75
1	4	0	76
1	4	0	77
1	4	0	78
1	4	0	79
1	4	0	80
1	4	0	81
1	4	0	82
1	4	0	83
1	4	0	84
1	4	0	85
1	4	0	86
1	4	0	87
1	4	0	88
1	4	0	89
1	4	0	90
1	4	0	91
1	4	0	92
1	4	0	93
1	4	0	94
1	4	0	95
1	4	0	96
1	4	0	97
1	4	0	98
1	4	0	99
1	4	0	100
1	4	0	101
1	4	0	102
1	4	0	103
1	4	0	104
1	4	0	105
1	4	0	106
1	4	0	107
1	4	0	108
1	4	0	109
1	4	0	110
1	4	0	111
1	4	0	112
1	4	0	113
1	4	0	114
1	4	0	115
1	4	0	116
1	4	0	117
1	4	0	118
1	4	0	119
1	4	0	120
1	4	0	121
1	4	0	122
1	4	0	123
1	4	0	124
1	4	0	125
1	4	0	126
1	4	0	127
1	4	1	0
1	4	1	1
1	4	1	2
1	4	1	3
1	4	1	4
1	4	1	5
1	4	1	6
1	4	1	7
1	4	1	8
1	4	1	9
1	4	1	10
1	4	1	11
1	4	1	12
1	4	1	13
1	4	1	14
1	4	1	15
1	4	1	16
1	4	1	17
1	4	1	18
1	4	1	19
1	4	1	20
1	4	1	21
1	4	1	22
1	4	1	23
1	4	1	24
1	4	1	25
1	4	1	26
1	4	1	27
1	4	1	28
1	4	1	29
1	4	1	30
1	4	1	31
1	4	1	32
1	4	1	33
1	4	1	34
1	4	1	35
1	4	1	36
1	4	1	37
1	4	1	38
1	4	1	39
1	4	1	40
1	4	1	41
1	4	1	42
1	4	1	43
1	4	1	44
1	4	1	45
1	4	1	46
1	4	1	47
1	4	1	48
1	4	1	49
1	4	1	50
1	4	1	51
1	4	1	52
1	4	1	53
1	4	1	54
1	4	1	55
1	4	1	56
1	4	1	57
1	4	1	58
1	4	1	59
1	4	1	60
1	4	1	61
1	4	1	62
1	4	1	63
1	4	1	64
1	4	1	65
1	4	1	66
1	4	1	67
1	4	1	68
1	4	1	69
1	4	1	70
1	4	1	71
1	4	1	72
1	4	1	73
1	4	1	74
1	4	1	75
1	4	1	76
1	4	1	77
1	4	1	78
1	4	1	79
1	4	1	80
1	4	1	81
1	4	1	82
1	4	1	83
1	4	1	84
1	4	1	85
1	4	1	86
1	4	1	87
1	4	1	88
1	4	1	89
1	4	1	90
1	4	1	91
1	4	1	92
1	4	1	93
1	4	1	94
1	4	1	95
1	4	1	96
1	4	1	97
1	4	1	98
