# FELIX	FELIX_CH	CHIP	CHANNEL
0	6	6	1
0	6	6	2
0	6	6	3
0	6	6	4
0	6	6	5
0	6	6	6
0	6	6	7
0	6	6	9
0	6	6	10
0	6	6	11
0	6	6	13
0	6	6	14
0	6	6	15
0	6	6	18
0	6	6	20
0	6	6	21
0	6	6	22
0	6	6	23
0	6	6	26
0	6	6	27
0	6	6	29
0	6	6	30
0	6	6	31
0	6	6	37
0	6	6	38
0	6	6	39
0	6	6	41
0	6	6	43
0	6	6	45
0	6	6	47
0	6	6	52
0	6	6	53
0	6	6	54
0	6	6	55
0	6	6	58
0	6	6	59
0	6	6	61
0	6	6	62
0	6	6	63
0	6	6	65
0	6	6	66
0	6	6	67
0	6	6	69
0	6	6	70
0	6	6	71
0	6	6	73
0	6	6	74
0	6	6	75
0	6	6	76
0	6	6	77
0	6	6	78
0	6	6	79
0	6	6	82
0	6	6	83
0	6	6	84
0	6	6	85
0	6	6	86
0	6	6	87
0	6	6	90
0	6	6	91
0	6	6	92
0	6	6	93
0	6	6	94
0	6	6	95
0	6	6	97
0	6	6	98
0	6	6	99
0	6	6	100
0	6	6	101
0	6	6	102
0	6	6	103
0	6	6	105
0	6	6	106
0	6	6	107
0	6	6	108
0	6	6	109
0	6	6	110
0	6	6	111
0	6	6	112
0	6	6	114
0	6	6	115
0	6	6	116
0	6	6	117
0	6	6	118
0	6	6	119
0	6	6	120
0	6	6	121
0	6	6	122
0	6	6	123
0	6	6	124
0	6	6	125
0	6	6	126
0	6	6	127
1	2	14	0
1	2	16	0
1	10	17	86
2	1	7	0
3	2	0	0
3	2	0	1
3	2	0	2
3	2	0	3
3	2	0	4
3	2	0	5
3	2	0	6
3	2	0	7
3	2	0	8
3	2	0	9
3	2	0	10
3	2	0	11
3	2	0	12
3	2	0	13
3	2	0	14
3	2	0	15
3	2	0	16
3	2	0	17
3	2	0	18
3	2	0	19
3	2	0	20
3	2	0	21
3	2	0	22
3	2	0	23
3	2	0	24
3	2	0	25
3	2	0	26
3	2	0	27
3	2	0	28
3	2	0	29
3	2	0	30
3	2	0	31
3	2	0	32
3	2	0	33
3	2	0	34
3	2	0	35
3	2	0	36
3	2	0	37
3	2	0	38
3	2	0	39
3	2	0	40
3	2	0	41
3	2	0	42
3	2	0	43
3	2	0	44
3	2	0	45
3	2	0	46
3	2	0	47
3	2	0	48
3	2	0	49
3	2	0	50
3	2	0	51
3	2	0	52
3	2	0	53
3	2	0	54
3	2	0	55
3	2	0	56
3	2	0	57
3	2	0	58
3	2	0	59
3	2	0	60
3	2	0	61
3	2	0	62
3	2	0	63
3	2	0	64
3	2	0	65
3	2	0	66
3	2	0	67
3	2	0	68
3	2	0	69
3	2	0	70
3	2	0	71
3	2	0	72
3	2	0	73
3	2	0	74
3	2	0	75
3	2	0	76
3	2	0	77
3	2	0	78
3	2	0	79
3	2	0	80
3	2	0	81
3	2	0	82
3	2	0	83
3	2	0	84
3	2	0	85
3	2	0	86
3	2	0	87
3	2	0	88
3	2	0	89
3	2	0	90
3	2	0	91
3	2	0	92
3	2	0	93
3	2	0	94
3	2	0	95
3	2	0	96
3	2	0	97
3	2	0	98
3	2	0	99
3	2	0	100
3	2	0	101
3	2	0	102
3	2	0	103
3	2	0	104
3	2	0	105
3	2	0	106
3	2	0	107
3	2	0	108
3	2	0	109
3	2	0	110
3	2	0	111
3	2	0	112
3	2	0	113
3	2	0	114
3	2	0	115
3	2	0	116
3	2	0	117
3	2	0	118
3	2	0	119
3	2	0	120
3	2	0	121
3	2	0	122
3	2	0	123
3	2	0	124
3	2	0	125
3	2	0	126
