# FELIX	FELIX_CH	CHIP	CHANNEL
0	6	6	2
0	6	6	5
0	6	6	6
0	6	6	10
0	6	6	11
0	6	6	13
0	6	6	14
0	6	6	15
0	6	6	21
0	6	6	22
0	6	6	26
0	6	6	27
0	6	6	29
0	6	6	30
0	6	6	31
0	6	6	37
0	6	6	43
0	6	6	58
0	6	6	59
0	6	6	61
0	6	6	62
0	6	6	63
0	6	6	66
0	6	6	69
0	6	6	70
0	6	6	74
0	6	6	75
0	6	6	77
0	6	6	78
0	6	6	79
0	6	6	86
0	6	6	90
0	6	6	91
0	6	6	93
0	6	6	94
0	6	6	95
0	6	6	98
0	6	6	101
0	6	6	102
0	6	6	103
0	6	6	105
0	6	6	106
0	6	6	107
0	6	6	109
0	6	6	110
0	6	6	111
0	6	6	114
0	6	6	116
0	6	6	117
0	6	6	118
0	6	6	119
0	6	6	121
0	6	6	122
0	6	6	123
0	6	6	124
0	6	6	125
0	6	6	126
0	6	6	127
1	2	14	0
1	2	16	0
1	10	17	83
1	10	17	86
2	1	7	0
3	8	0	0
3	8	0	1
3	8	0	2
3	8	0	3
3	8	0	4
3	8	0	5
3	8	0	6
3	8	0	7
3	8	0	8
3	8	0	9
3	8	0	10
3	8	0	11
3	8	0	12
3	8	0	13
3	8	0	14
3	8	0	15
3	8	0	16
3	8	0	17
3	8	0	18
3	8	0	19
3	8	0	20
3	8	0	21
3	8	0	22
3	8	0	23
3	8	0	24
3	8	0	25
3	8	0	26
3	8	0	27
3	8	0	28
3	8	0	29
3	8	0	30
3	8	0	31
3	8	0	32
3	8	0	33
3	8	0	34
3	8	0	35
3	8	0	36
3	8	0	37
3	8	0	38
3	8	0	39
3	8	0	40
3	8	0	41
3	8	0	42
3	8	0	43
3	8	0	44
3	8	0	45
3	8	0	46
3	8	0	47
3	8	0	48
3	8	0	49
3	8	0	50
3	8	0	51
3	8	0	52
3	8	0	53
3	8	0	54
3	8	0	55
3	8	0	56
3	8	0	57
3	8	0	58
3	8	0	59
3	8	0	60
3	8	0	61
3	8	0	62
3	8	0	63
3	8	0	64
3	8	0	65
3	8	0	66
3	8	0	67
3	8	0	68
3	8	0	69
3	8	0	70
3	8	0	71
3	8	0	72
3	8	0	73
3	8	0	74
3	8	0	75
3	8	0	76
3	8	0	77
3	8	0	78
3	8	0	79
3	8	0	80
3	8	0	81
3	8	0	82
3	8	0	83
3	8	0	84
3	8	0	85
3	8	0	86
3	8	0	87
3	8	0	88
3	8	0	89
3	8	0	90
3	8	0	91
3	8	0	92
3	8	0	93
3	8	0	94
3	8	0	95
3	8	0	96
3	8	0	97
3	8	0	98
3	8	0	99
3	8	0	100
3	8	0	101
3	8	0	102
3	8	0	103
3	8	0	104
3	8	0	105
3	8	0	106
3	8	0	107
3	8	0	108
3	8	0	109
3	8	0	110
3	8	0	111
3	8	0	112
3	8	0	113
3	8	0	114
3	8	0	115
3	8	0	116
3	8	0	117
3	8	0	118
3	8	0	119
3	8	0	120
3	8	0	121
3	8	0	122
3	8	0	123
3	8	0	124
3	8	0	125
3	8	0	126
3	8	0	127
3	8	1	0
3	8	1	1
3	8	1	2
3	8	1	3
3	8	1	4
3	8	1	5
3	8	1	6
3	8	1	7
3	8	1	8
3	8	1	9
3	8	1	10
3	8	1	11
3	8	1	12
3	8	1	13
3	8	1	14
3	8	1	15
3	8	1	16
3	8	1	17
3	8	1	18
3	8	1	19
3	8	1	20
3	8	1	21
3	8	1	22
3	8	1	23
3	8	1	24
3	8	1	25
3	8	1	26
3	8	1	27
3	8	1	28
3	8	1	29
3	8	1	30
3	8	1	31
3	8	1	32
3	8	1	33
3	8	1	34
3	8	1	35
3	8	1	36
3	8	1	37
3	8	1	38
3	8	1	39
3	8	1	40
3	8	1	41
3	8	1	42
3	8	1	43
3	8	1	44
3	8	1	45
3	8	1	46
3	8	1	47
3	8	1	48
3	8	1	49
3	8	1	50
3	8	1	51
3	8	1	52
3	8	1	53
3	8	1	54
3	8	1	55
3	8	1	56
3	8	1	57
3	8	1	58
3	8	1	59
3	8	1	60
3	8	1	61
3	8	1	62
3	8	1	63
3	8	1	64
3	8	1	65
3	8	1	66
3	8	1	67
3	8	1	68
3	8	1	69
3	8	1	70
3	8	1	71
3	8	1	72
3	8	1	73
3	8	1	74
3	8	1	75
3	8	1	76
3	8	1	77
3	8	1	78
3	8	1	79
3	8	1	80
3	8	1	81
3	8	1	82
3	8	1	83
3	8	1	84
3	8	1	85
3	8	1	86
3	8	1	87
3	8	1	88
3	8	1	89
3	8	1	90
3	8	1	91
3	8	1	92
3	8	1	93
3	8	1	94
3	8	1	95
3	8	1	96
3	8	1	97
3	8	1	98
3	8	1	99
3	8	1	100
3	8	1	101
3	8	1	102
3	8	1	103
3	8	1	104
3	8	1	105
3	8	1	106
3	8	1	107
3	8	1	108
3	8	1	109
3	8	1	110
3	8	1	111
3	8	1	112
3	8	1	113
3	8	1	114
3	8	1	115
3	8	1	116
3	8	1	117
3	8	1	118
3	8	1	119
3	8	1	120
3	8	1	121
3	8	1	122
3	8	1	123
3	8	1	124
3	8	1	125
3	8	1	126
3	8	1	127
3	8	2	0
3	8	2	1
3	8	2	2
3	8	2	3
3	8	2	4
3	8	2	5
3	8	2	6
3	8	2	7
3	8	2	8
3	8	2	9
3	8	2	10
3	8	2	11
3	8	2	12
3	8	2	13
3	8	2	14
3	8	2	15
3	8	2	16
3	8	2	17
3	8	2	18
3	8	2	19
3	8	2	20
3	8	2	21
3	8	2	22
3	8	2	23
3	8	2	24
3	8	2	25
3	8	2	26
3	8	2	27
3	8	2	28
3	8	2	29
3	8	2	30
3	8	2	31
3	8	2	32
3	8	2	33
3	8	2	34
3	8	2	35
3	8	2	36
3	8	2	37
3	8	2	38
3	8	2	39
3	8	2	40
3	8	2	41
3	8	2	42
3	8	2	43
3	8	2	44
3	8	2	45
3	8	2	46
3	8	2	47
3	8	2	48
3	8	2	49
3	8	2	50
3	8	2	51
3	8	2	52
3	8	2	53
3	8	2	54
3	8	2	55
3	8	2	56
3	8	2	57
3	8	2	58
3	8	2	59
3	8	2	60
3	8	2	61
3	8	2	62
3	8	2	63
3	8	2	64
3	8	2	65
3	8	2	66
3	8	2	67
3	8	2	68
3	8	2	69
3	8	2	70
3	8	2	71
3	8	2	72
3	8	2	73
3	8	2	74
3	8	2	75
3	8	2	76
3	8	2	77
3	8	2	78
3	8	2	79
3	8	2	80
3	8	2	81
3	8	2	82
3	8	2	83
3	8	2	84
3	8	2	85
3	8	2	86
3	8	2	87
3	8	2	88
3	8	2	89
3	8	2	90
3	8	2	91
3	8	2	92
3	8	2	93
3	8	2	94
3	8	2	95
3	8	2	96
3	8	2	97
3	8	2	98
3	8	2	99
3	8	2	100
3	8	2	101
3	8	2	102
3	8	2	103
3	8	2	104
3	8	2	105
3	8	2	106
3	8	2	107
3	8	2	108
3	8	2	109
3	8	2	110
3	8	2	111
3	8	2	112
3	8	2	113
3	8	2	114
3	8	2	115
3	8	2	116
3	8	2	117
3	8	2	118
3	8	2	119
3	8	2	120
3	8	2	121
3	8	2	122
3	8	2	123
3	8	2	124
3	8	2	125
3	8	2	126
3	8	2	127
3	8	3	0
3	8	3	1
3	8	3	2
3	8	3	3
3	8	3	4
3	8	3	5
3	8	3	6
3	8	3	7
3	8	3	8
3	8	3	9
3	8	3	10
3	8	3	11
3	8	3	12
3	8	3	13
3	8	3	14
3	8	3	15
3	8	3	16
3	8	3	17
3	8	3	18
3	8	3	19
3	8	3	20
3	8	3	21
3	8	3	22
3	8	3	23
3	8	3	24
3	8	3	25
3	8	3	26
3	8	3	27
3	8	3	28
3	8	3	29
3	8	3	30
3	8	3	31
3	8	3	32
3	8	3	33
3	8	3	34
3	8	3	35
3	8	3	36
3	8	3	37
3	8	3	38
3	8	3	39
3	8	3	40
3	8	3	41
3	8	3	42
3	8	3	43
3	8	3	44
3	8	3	45
3	8	3	46
3	8	3	47
3	8	3	48
3	8	3	49
3	8	3	50
3	8	3	51
3	8	3	52
3	8	3	53
3	8	3	54
3	8	3	55
3	8	3	56
3	8	3	57
3	8	3	58
3	8	3	59
3	8	3	60
3	8	3	61
3	8	3	62
3	8	3	63
3	8	3	64
3	8	3	65
3	8	3	66
3	8	3	67
3	8	3	68
3	8	3	69
3	8	3	70
3	8	3	71
3	8	3	72
3	8	3	73
3	8	3	74
3	8	3	75
3	8	3	76
3	8	3	77
3	8	3	78
3	8	3	79
3	8	3	80
3	8	3	81
3	8	3	82
3	8	3	83
3	8	3	84
3	8	3	85
3	8	3	86
3	8	3	87
3	8	3	88
3	8	3	89
3	8	3	90
3	8	3	91
3	8	3	92
3	8	3	93
3	8	3	94
3	8	3	95
3	8	3	96
3	8	3	97
3	8	3	98
3	8	3	99
3	8	3	100
3	8	3	101
3	8	3	102
3	8	3	103
3	8	3	104
3	8	3	105
3	8	3	106
3	8	3	107
3	8	3	108
3	8	3	109
3	8	3	110
3	8	3	111
3	8	3	112
3	8	3	113
3	8	3	114
3	8	3	115
3	8	3	116
3	8	3	117
3	8	3	118
3	8	3	119
3	8	3	120
3	8	3	121
3	8	3	122
3	8	3	123
3	8	3	124
3	8	3	125
3	8	3	126
3	8	3	127
3	8	4	0
3	8	4	1
3	8	4	2
3	8	4	3
3	8	4	4
3	8	4	5
3	8	4	6
3	8	4	7
3	8	4	8
3	8	4	9
3	8	4	10
3	8	4	11
3	8	4	12
3	8	4	13
3	8	4	14
3	8	4	15
3	8	4	16
3	8	4	17
3	8	4	18
3	8	4	19
3	8	4	20
3	8	4	21
3	8	4	22
3	8	4	23
3	8	4	24
3	8	4	25
3	8	4	26
3	8	4	27
3	8	4	28
3	8	4	29
3	8	4	30
3	8	4	31
3	8	4	32
3	8	4	33
3	8	4	34
3	8	4	35
3	8	4	36
3	8	4	37
3	8	4	38
3	8	4	39
3	8	4	40
3	8	4	41
3	8	4	42
3	8	4	43
3	8	4	44
3	8	4	45
3	8	4	46
3	8	4	47
3	8	4	48
3	8	4	49
3	8	4	50
3	8	4	51
3	8	4	52
3	8	4	53
3	8	4	54
3	8	4	55
3	8	4	56
