# FELIX	FELIX_CH	CHIP	CHANNEL
0	1	2	126
0	1	20	126
0	6	6	29
0	6	6	63
0	6	6	70
0	6	6	75
0	6	6	79
0	6	6	90
0	6	6	91
0	6	6	93
0	6	6	94
0	6	6	95
0	6	6	107
0	6	6	109
0	6	6	111
0	6	6	114
0	6	6	117
0	6	6	118
0	6	6	119
0	6	6	122
0	6	6	123
0	6	6	124
0	6	6	125
0	6	6	126
0	6	6	127
1	2	14	0
1	2	16	0
1	10	17	83
1	10	17	86
2	3	0	0
2	3	0	1
2	3	0	2
2	3	0	3
2	3	0	4
2	3	0	5
2	3	0	6
2	3	0	7
2	3	0	8
2	3	0	9
2	3	0	10
2	3	0	11
2	3	0	12
2	3	0	13
2	3	0	14
2	3	0	15
2	3	0	16
2	3	0	17
2	3	0	18
2	3	0	19
2	3	0	20
2	3	0	21
2	3	0	22
2	3	0	23
2	3	0	24
2	3	0	25
2	3	0	26
2	3	0	27
2	3	0	28
2	3	0	29
2	3	0	30
2	3	0	31
2	3	0	32
2	3	0	33
2	3	0	34
2	3	0	35
2	3	0	36
2	3	0	37
2	3	0	38
2	3	0	39
2	3	0	40
2	3	0	41
2	3	0	42
2	3	0	43
2	3	0	44
2	3	0	45
2	3	0	46
2	3	0	47
2	3	0	48
2	3	0	49
2	3	0	50
2	3	0	51
2	3	0	52
2	3	0	53
2	3	0	54
2	3	0	55
2	3	0	56
2	3	0	57
2	3	0	58
2	3	0	59
2	3	0	60
2	3	0	61
2	3	0	62
2	3	0	63
2	3	0	64
2	3	0	65
2	3	0	66
2	3	0	67
2	3	0	68
2	3	0	69
2	3	0	70
2	3	0	71
2	3	0	72
2	3	0	73
2	3	0	74
2	3	0	75
2	3	0	76
2	3	0	77
2	3	0	78
2	3	0	79
2	3	0	80
2	3	0	81
2	3	0	82
2	3	0	83
2	3	0	84
2	3	0	85
2	3	0	86
2	3	0	87
2	3	0	88
2	3	0	89
2	3	0	90
2	3	0	91
2	3	0	92
2	3	0	93
2	3	0	94
2	3	0	95
2	3	0	96
2	3	0	97
2	3	0	98
2	3	0	99
2	3	0	100
2	3	0	101
2	3	0	102
2	3	0	103
2	3	0	104
2	3	0	105
2	3	0	106
2	3	0	107
2	3	0	108
2	3	0	109
2	3	0	110
2	3	0	111
2	3	0	112
2	3	0	113
2	3	0	114
2	3	0	115
2	3	0	116
2	3	0	117
2	3	0	118
2	3	0	119
2	3	0	120
2	3	0	121
2	3	0	122
2	3	0	123
2	3	0	124
2	3	0	125
2	3	0	126
2	3	0	127
2	3	1	0
2	3	1	1
2	3	1	2
2	3	1	3
2	3	1	4
2	3	1	5
2	3	1	6
2	3	1	7
2	3	1	8
2	3	1	9
2	3	1	10
2	3	1	11
2	3	1	12
2	3	1	13
2	3	1	14
2	3	1	15
2	3	1	16
2	3	1	17
2	3	1	18
2	3	1	19
2	3	1	20
2	3	1	21
2	3	1	22
2	3	1	23
2	3	1	24
2	3	1	25
2	3	1	26
2	3	1	27
2	3	1	28
2	3	1	29
2	3	1	30
2	3	1	31
2	3	1	32
2	3	1	33
2	3	1	34
2	3	1	35
2	3	1	36
2	3	1	37
2	3	1	38
2	3	1	39
2	3	1	40
2	3	1	41
2	3	1	42
2	3	1	43
2	3	1	44
2	3	1	45
2	3	1	46
2	3	1	47
2	3	1	48
2	3	1	49
2	3	1	50
2	3	1	51
2	3	1	52
2	3	1	53
2	3	1	54
2	3	1	55
2	3	1	56
2	3	1	57
2	3	1	58
2	3	1	59
2	3	1	60
2	3	1	61
2	3	1	62
2	3	1	63
2	3	1	64
2	3	1	65
2	3	1	66
2	3	1	67
2	3	1	68
2	3	1	69
2	3	1	70
2	3	1	71
2	3	1	72
2	3	1	73
2	3	1	74
2	3	1	75
2	3	1	76
2	3	1	77
2	3	1	78
2	3	1	79
2	3	1	80
2	3	1	81
2	3	1	82
2	3	1	83
2	3	1	84
2	3	1	85
2	3	1	86
2	3	1	87
2	3	1	88
2	3	1	89
2	3	1	90
2	3	1	91
2	3	1	92
2	3	1	93
2	3	1	94
2	3	1	95
2	3	1	96
2	3	1	97
2	3	1	98
2	3	1	99
2	3	1	100
2	3	1	101
2	3	1	102
2	3	1	103
2	3	1	104
2	3	1	105
2	3	1	106
2	3	1	107
2	3	1	108
2	3	1	109
2	3	1	110
2	3	1	111
2	3	1	112
2	3	1	113
2	3	1	114
2	3	1	115
2	3	1	116
2	3	1	117
2	3	1	118
2	3	1	119
2	3	1	120
2	3	1	121
2	3	1	122
2	3	1	123
2	3	1	124
2	3	1	125
2	3	1	126
2	3	1	127
2	3	2	0
2	3	2	1
2	3	2	2
2	3	2	3
2	3	2	4
2	3	2	5
2	3	2	6
2	3	2	7
2	3	2	8
2	3	2	9
2	3	2	10
2	3	2	11
2	3	2	12
2	3	2	13
2	3	2	14
2	3	2	15
2	3	2	16
2	3	2	17
2	3	2	18
2	3	2	19
2	3	2	20
2	3	2	21
2	3	2	22
2	3	2	23
2	3	2	24
2	3	2	25
2	3	2	26
2	3	2	27
2	3	2	28
2	3	2	29
2	3	2	30
2	3	2	31
2	3	2	32
2	3	2	33
2	3	2	34
2	3	2	35
2	3	2	36
2	3	2	37
2	3	2	38
2	3	2	39
2	3	2	40
2	3	2	41
2	3	2	42
2	3	2	43
2	3	2	44
2	3	2	45
2	3	2	46
2	3	2	47
2	3	2	48
2	3	2	49
2	3	2	50
2	3	2	51
2	3	2	52
2	3	2	53
2	3	2	54
2	3	2	55
2	3	2	56
2	3	2	57
2	3	2	58
2	3	2	59
2	3	2	60
2	3	2	61
2	3	2	62
2	3	2	63
2	3	2	64
2	3	2	65
2	3	2	66
2	3	2	67
2	3	2	68
2	3	2	69
2	3	2	70
2	3	2	71
2	3	2	72
2	3	2	73
2	3	2	74
2	3	2	75
2	3	2	76
2	3	2	77
2	3	2	78
2	3	2	79
2	3	2	80
2	3	2	81
2	3	2	82
2	3	2	83
2	3	2	84
2	3	2	85
2	3	2	86
2	3	2	87
2	3	2	88
2	3	2	89
2	3	2	90
2	3	2	91
2	3	2	92
2	3	2	93
2	3	2	94
2	3	2	95
2	3	2	96
2	3	2	97
2	3	2	98
2	3	2	99
2	3	2	100
2	3	2	101
2	3	2	102
2	3	2	103
2	3	2	104
2	3	2	105
2	3	2	106
2	3	2	107
2	3	2	108
2	3	2	109
2	3	2	110
2	3	2	111
2	3	2	112
2	3	2	113
2	3	2	114
2	3	2	115
2	3	2	116
2	3	2	117
2	3	2	118
2	3	2	119
2	3	2	120
2	3	2	121
2	3	2	122
2	3	2	123
2	3	2	124
2	3	2	125
2	3	2	126
2	3	2	127
2	3	3	0
2	3	3	1
2	3	3	2
2	3	3	3
2	3	3	4
2	3	3	5
2	3	3	6
2	3	3	7
2	3	3	8
2	3	3	9
2	3	3	10
2	3	3	11
2	3	3	12
2	3	3	13
2	3	3	14
2	3	3	15
2	3	3	16
2	3	3	17
2	3	3	18
2	3	3	19
2	3	3	20
2	3	3	21
2	3	3	22
2	3	3	23
2	3	3	24
2	3	3	25
2	3	3	26
2	3	3	27
2	3	3	28
2	3	3	29
2	3	3	30
2	3	3	31
2	3	3	32
2	3	3	33
2	3	3	34
2	3	3	35
2	3	3	36
2	3	3	37
2	3	3	38
2	3	3	39
2	3	3	40
2	3	3	41
2	3	3	42
2	3	3	43
2	3	3	44
2	3	3	45
2	3	3	46
2	3	3	47
2	3	3	48
2	3	3	49
2	3	3	50
2	3	3	51
2	3	3	52
2	3	3	53
2	3	3	54
2	3	3	55
2	3	3	56
2	3	3	57
2	3	3	58
2	3	3	59
2	3	3	60
2	3	3	61
2	3	3	62
2	3	3	63
2	3	3	64
2	3	3	65
2	3	3	66
2	3	3	67
2	3	3	68
2	3	3	69
2	3	3	70
2	3	3	71
2	3	3	72
2	3	3	73
2	3	3	74
2	3	3	75
2	3	3	76
2	3	3	77
2	3	3	78
2	3	3	79
2	3	3	80
2	3	3	81
2	3	3	82
2	3	3	83
2	3	3	84
2	3	3	85
2	3	3	86
2	3	3	87
2	3	3	88
2	3	3	89
2	3	3	90
2	3	3	91
2	3	3	92
2	3	3	93
2	3	3	94
2	3	3	95
2	3	3	96
2	3	3	97
2	3	3	98
2	3	3	99
2	3	3	100
2	3	3	101
2	3	3	102
2	3	3	103
2	3	3	104
2	3	3	105
2	3	3	106
2	3	3	107
2	3	3	108
2	3	3	109
2	3	3	110
2	3	3	111
2	3	3	112
2	3	3	113
2	3	3	114
2	3	3	115
2	3	3	116
2	3	3	117
2	3	3	118
2	3	3	119
2	3	3	120
2	3	3	121
2	3	3	122
2	3	3	123
2	3	3	124
2	3	3	125
2	3	3	126
2	3	3	127
2	3	4	0
2	3	4	1
2	3	4	2
2	3	4	3
2	3	4	4
2	3	4	5
2	3	4	6
2	3	4	7
2	3	4	8
2	3	4	9
2	3	4	10
2	3	4	11
2	3	4	12
2	3	4	13
2	3	4	14
2	3	4	15
2	3	4	16
2	3	4	17
2	3	4	18
2	3	4	19
2	3	4	20
2	3	4	21
2	3	4	22
2	3	4	23
2	3	4	24
2	3	4	25
2	3	4	26
2	3	4	27
2	3	4	28
2	3	4	29
2	3	4	30
2	3	4	31
2	3	4	32
2	3	4	33
2	3	4	34
2	3	4	35
2	3	4	36
2	3	4	37
2	3	4	38
2	3	4	39
2	3	4	40
2	3	4	41
2	3	4	42
2	3	4	43
2	3	4	44
2	3	4	45
2	3	4	46
2	3	4	47
2	3	4	48
2	3	4	49
2	3	4	50
2	3	4	51
2	3	4	52
2	3	4	53
2	3	4	54
2	3	4	55
2	3	4	56
2	3	4	57
2	3	4	58
2	3	4	59
2	3	4	60
2	3	4	61
2	3	4	62
2	3	4	63
2	3	4	64
2	3	4	65
2	3	4	66
2	3	4	67
2	3	4	68
2	3	4	69
2	3	4	70
2	3	4	71
2	3	4	72
2	3	4	73
2	3	4	74
2	3	4	75
2	3	4	76
2	3	4	77
2	3	4	78
2	3	4	79
2	3	4	80
2	3	4	81
2	3	4	82
2	3	4	83
2	3	4	84
2	3	4	85
2	3	4	86
2	3	4	87
2	3	4	88
2	3	4	89
2	3	4	90
2	3	4	91
2	3	4	92
2	3	4	93
2	3	4	94
2	3	4	95
2	3	4	96
2	3	4	97
2	3	4	98
2	3	4	99
2	3	4	100
2	3	4	101
2	3	4	102
2	3	4	103
2	3	4	104
2	3	4	105
2	3	4	106
2	3	4	107
2	3	4	108
2	3	4	109
2	3	4	110
2	3	4	111
2	3	4	112
2	3	4	113
2	3	4	114
2	3	4	115
2	3	4	116
2	3	4	117
2	3	4	118
2	3	4	119
2	3	4	120
2	3	4	121
2	3	4	122
2	3	4	123
2	3	4	124
2	3	4	125
2	3	4	126
2	3	4	127
2	3	5	0
2	3	5	1
2	3	5	2
2	3	5	3
2	3	5	4
2	3	5	5
2	3	5	6
2	3	5	7
2	3	5	8
2	3	5	9
2	3	5	10
2	3	5	11
2	3	5	12
2	3	5	13
2	3	5	14
2	3	5	15
2	3	5	16
2	3	5	17
2	3	5	18
2	3	5	19
2	3	5	20
2	3	5	21
2	3	5	22
2	3	5	23
2	3	5	24
2	3	5	25
2	3	5	26
2	3	5	27
2	3	5	28
2	3	5	29
2	3	5	30
2	3	5	31
2	3	5	32
2	3	5	33
2	3	5	34
2	3	5	35
2	3	5	36
2	3	5	37
2	3	5	38
2	3	5	39
2	3	5	40
